"rowid","date","stkpt","operation","workcentre","rm","rmissqty","pnum","rcno","prcno","partissued","qtyrejected","partreceived","inv","heat","lot","coil","rsn","username","ip","created"
"679754","2023-02-21","PAINTSHOP",,,,"0.0000","29370839","N2023000214","DC-U1D22-2310051","984","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-21 15:59:37"
"679117","2023-02-20","FG For Invoicing",,,,"0.0000","29370722","U12223-18964","DC-U1D22-2309663","0","0","104",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:00:45"
"679118","2023-02-20","FG For Invoicing",,,,"0.0000","29370722","U12223-18964","DC-U1D22-2309663","104","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:00:45"
"680322","2023-02-22","FG For Invoicing",,,,"0.0000","29370722","U12223-19118","DC-U1D22-2309942","0","0","5600",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 15:50:37"
"680323","2023-02-22","FG For Invoicing",,,,"0.0000","29370722","U12223-19118","DC-U1D22-2309942","5600","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 15:50:37"
"680347","2023-02-22","FG For Invoicing",,,,"0.0000","29370722","U12223-19126","DC-U1D22-2309942","0","0","772",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 15:58:14"
"680348","2023-02-22","FG For Invoicing",,,,"0.0000","29370722","U12223-19126","DC-U1D22-2309942","772","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 15:58:14"
"679119","2023-02-20","FG For Invoicing",,,,"0.0000","29370722","U12223-18964","DC-U1D22-2309972","0","0","896",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:00:58"
"679120","2023-02-20","FG For Invoicing",,,,"0.0000","29370722","U12223-18964","DC-U1D22-2309972","896","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:00:58"
"679278","2023-02-20","FG For Invoicing",,,,"0.0000","29370722","U12223-18991","DC-U1D22-2309972","0","0","8400",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 17:34:54"
"679279","2023-02-20","FG For Invoicing",,,,"0.0000","29370722","U12223-18991","DC-U1D22-2309972","8400","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 17:34:54"
"680349","2023-02-22","FG For Invoicing",,,,"0.0000","29370722","U12223-19126","DC-U1D22-2309972","0","0","228",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 15:58:21"
"680350","2023-02-22","FG For Invoicing",,,,"0.0000","29370722","U12223-19126","DC-U1D22-2309972","228","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 15:58:21"
"680761","2023-02-23","FG For Invoicing",,,,"0.0000","29370722","U12223-19167","DC-U1D22-2309972","0","0","1400",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 11:16:56"
"680762","2023-02-23","FG For Invoicing",,,,"0.0000","29370722","U12223-19167","DC-U1D22-2309972","1400","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 11:16:56"
"680919","2023-02-23","FG For Invoicing",,,,"0.0000","29370722","U12223-19180","DC-U1D22-2309972","0","0","1668",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 15:57:51"
"680920","2023-02-23","FG For Invoicing",,,,"0.0000","29370722","U12223-19180","DC-U1D22-2309972","1668","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 15:57:51"
"679031","2023-02-20","FG For Invoicing",,,,"0.0000","29370722-T",,"DC-U1D22-2310026","0","0","4293",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-20 15:26:42"
"679032","2023-02-20","FG For Invoicing",,,,"0.0000","29370722-T","AFDC-U1D22-2310026","DC-U1D22-2310026","4293","0","0",,,,,,"GURUMOORTHY","192.168.1.27","2023-02-20 15:26:42"
"679316","2023-02-21","PAINTSHOP",,,,"0.0000","29370722",,"DC-U1D22-2310026","0","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-03-04 11:59:07"
"679317","2023-02-21","PAINTSHOP",,,,"0.0000","29370722","N2023000200","DC-U1D22-2310026","0","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-03-04 11:59:07"
"680922","2023-02-23","FG For Invoicing",,,,"0.0000","29370722","U12223-19180","DC-U1D22-2310026","0","0","1132",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 15:58:01"
"680923","2023-02-23","FG For Invoicing",,,,"0.0000","29370722","U12223-19180","DC-U1D22-2310026","1132","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 15:58:01"
"680071","2023-02-22","PAINTSHOP",,,,"0.0000","29370722",,"DC-U1D22-2310059","0","0","8900",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 10:14:55"
"680072","2023-02-22","PAINTSHOP",,,,"0.0000","29370722","N2023000219","DC-U1D22-2310059","8900","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 10:14:55"
"679164","2023-02-20","FG For Invoicing",,,,"0.0000","29370400","U12223-18976","DC-U1D22-2309512","0","0","432",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:11:36"
"679165","2023-02-20","FG For Invoicing",,,,"0.0000","29370400","U12223-18976","DC-U1D22-2309512","432","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:11:36"
"680976","2023-02-23","FG For Invoicing",,,,"0.0000","29370400","U12223-19193","DC-U1D22-2309925","0","0","2000",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:09:48"
"680977","2023-02-23","FG For Invoicing",,,,"0.0000","29370400","U12223-19193","DC-U1D22-2309925","2000","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:09:48"
"679167","2023-02-20","FG For Invoicing",,,,"0.0000","29370400","U12223-18976","DC-U1D22-2309991","0","0","568",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:11:55"
"679168","2023-02-20","FG For Invoicing",,,,"0.0000","29370400","U12223-18976","DC-U1D22-2309991","568","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:11:55"
"679328","2023-02-21","PAINTSHOP",,,,"0.0000","29370400",,"DC-U1D22-2310031","0","0","3057",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-21 09:26:00"
"679329","2023-02-21","PAINTSHOP",,,,"0.0000","29370400","N2023000204","DC-U1D22-2310031","3057","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-21 09:26:00"
"679898","2023-02-21","FG For Invoicing",,,,"0.0000","29370400","U12223-19077","DC-U1D22-2310031","0","0","2000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 17:03:31"
"679899","2023-02-21","FG For Invoicing",,,,"0.0000","29370400","U12223-19077","DC-U1D22-2310031","2000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 17:03:31"
"680118","2023-02-22","PAINTSHOP",,,,"0.0000","29370400",,"DC-U1D22-2310079","0","0","3147",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 11:24:03"
"680119","2023-02-22","PAINTSHOP",,,,"0.0000","29370400","N2023000227","DC-U1D22-2310079","3147","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 11:24:03"
"680424","2023-02-22","FG For Invoicing",,,,"0.0000","29370400","U12223-19138","DC-U1D22-2310079","0","0","3000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:18:35"
"680425","2023-02-22","FG For Invoicing",,,,"0.0000","29370400","U12223-19138","DC-U1D22-2310079","3000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:18:35"
"679158","2023-02-20","FG For Invoicing",,,,"0.0000","29197579","U12223-18975","DC-U1D22-2309819","0","0","484",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:10:52"
"679159","2023-02-20","FG For Invoicing",,,,"0.0000","29197579","U12223-18975","DC-U1D22-2309819","484","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:10:52"
"679161","2023-02-20","FG For Invoicing",,,,"0.0000","29197579","U12223-18975","DC-U1D22-2309863","0","0","1516",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:11:04"
"679162","2023-02-20","FG For Invoicing",,,,"0.0000","29197579","U12223-18975","DC-U1D22-2309863","1516","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:11:04"
"680428","2023-02-22","FG For Invoicing",,,,"0.0000","29197579","U12223-19139","DC-U1D22-2309863","0","0","3000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:19:19"
"680429","2023-02-22","FG For Invoicing",,,,"0.0000","29197579","U12223-19139","DC-U1D22-2309863","3000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:19:19"
"680420","2023-02-22","FG For Invoicing",,,,"0.0000","29197154","U12223-19137","DC-U1D22-2309906","0","0","310",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:17:56"
"680421","2023-02-22","FG For Invoicing",,,,"0.0000","29197154","U12223-19137","DC-U1D22-2309906","310","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:17:56"
"680422","2023-02-22","FG For Invoicing",,,,"0.0000","29197154","U12223-19137","DC-U1D22-2309927","0","0","690",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:18:05"
"680423","2023-02-22","FG For Invoicing",,,,"0.0000","29197154","U12223-19137","DC-U1D22-2309927","690","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:18:05"
"681155","2023-02-23","FG For Invoicing",,,,"0.0000","29196423","U12223-19225","DC-U1D22-2309358","0","0","720",,,,,,"Saravanan&bala","192.168.1.128","2023-02-23 17:45:37"
"681156","2023-02-23","FG For Invoicing",,,,"0.0000","29196423","U12223-19225","DC-U1D22-2309358","720","0","0",,,,,,"Saravanan&bala","192.168.1.128","2023-02-23 17:45:37"
"680328","2023-02-22","FG For Invoicing",,,,"0.0000","29196167","U12223-19120","DC-U1D22-2309719","0","0","720",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 15:54:10"
"680329","2023-02-22","FG For Invoicing",,,,"0.0000","29196167","U12223-19120","DC-U1D22-2309719","720","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 15:54:10"
"680404","2023-02-22","PAINTSHOP",,,,"0.0000","29196102",,"DC-U1D22-2308153","0","0","106",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 16:15:50"
"680405","2023-02-22","PAINTSHOP",,,,"0.0000","29196102","N2023000232","DC-U1D22-2308153","106","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 16:15:50"
"680407","2023-02-22","FG For Invoicing",,,,"0.0000","29196102","U12223-19135","DC-U1D22-2308153","0","0","106",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:16:18"
"680408","2023-02-22","FG For Invoicing",,,,"0.0000","29196102","U12223-19135","DC-U1D22-2308153","106","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:16:18"
"680409","2023-02-22","PAINTSHOP",,,,"0.0000","29196102",,"DC-U1D22-2308202","0","0","964",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 16:16:28"
"680410","2023-02-22","PAINTSHOP",,,,"0.0000","29196102","N2023000233","DC-U1D22-2308202","964","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 16:16:28"
"680413","2023-02-22","FG For Invoicing",,,,"0.0000","29196102","U12223-19135","DC-U1D22-2308202","0","0","538",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:16:43"
"680414","2023-02-22","FG For Invoicing",,,,"0.0000","29196102","U12223-19135","DC-U1D22-2308202","538","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:16:43"
"680971","2023-02-23","FG For Invoicing",,,,"0.0000","29196102","U12223-19192","DC-U1D22-2308202","0","0","423",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:09:07"
"680972","2023-02-23","FG For Invoicing",,,,"0.0000","29196102","U12223-19192","DC-U1D22-2308202","423","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:09:07"
"680417","2023-02-22","FG For Invoicing",,,,"0.0000","29195704","U12223-19136","DC-U1D22-2309704","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:17:25"
"680418","2023-02-22","FG For Invoicing",,,,"0.0000","29195704","U12223-19136","DC-U1D22-2309704","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:17:25"
"681131","2023-02-23","FG For Invoicing",,,,"0.0000","29194394","U12223-19222","DC-U1D22-2307677","0","0","1152",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 17:15:12"
"681132","2023-02-23","FG For Invoicing",,,,"0.0000","29194394","U12223-19222","DC-U1D22-2307677","1152","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 17:15:12"
"679148","2023-02-20","FG For Invoicing",,,,"0.0000","29193862","U12223-18972","DC-U1D22-2309683","0","0","1710",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:08:04"
"679149","2023-02-20","FG For Invoicing",,,,"0.0000","29193862","U12223-18972","DC-U1D22-2309683","1710","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:08:04"
"680398","2023-02-22","FG For Invoicing",,,,"0.0000","29193862","U12223-19133","DC-U1D22-2309683","0","0","2582",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:14:03"
"680399","2023-02-22","FG For Invoicing",,,,"0.0000","29193862","U12223-19133","DC-U1D22-2309683","2582","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:14:03"
"679141","2023-02-20","FG For Invoicing",,,,"0.0000","29193862","U12223-18972","DC-U1D22-2309750","0","0","151",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:06:29"
"679142","2023-02-20","FG For Invoicing",,,,"0.0000","29193862","U12223-18972","DC-U1D22-2309750","151","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:06:29"
"679143","2023-02-20","FG For Invoicing",,,,"0.0000","29193862","U12223-18972","DC-U1D22-2309781","0","0","1128",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:06:41"
"679144","2023-02-20","FG For Invoicing",,,,"0.0000","29193862","U12223-18972","DC-U1D22-2309781","1128","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:06:42"
"679145","2023-02-20","FG For Invoicing",,,,"0.0000","29193862","U12223-18972","DC-U1D22-2309812","0","0","11",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:06:52"
"679146","2023-02-20","FG For Invoicing",,,,"0.0000","29193862","U12223-18972","DC-U1D22-2309812","11","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:06:52"
"680400","2023-02-22","FG For Invoicing",,,,"0.0000","29193862","U12223-19133","DC-U1D22-2309926","0","0","418",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:14:18"
"680401","2023-02-22","FG For Invoicing",,,,"0.0000","29193862","U12223-19133","DC-U1D22-2309926","418","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:14:18"
"679893","2023-02-21","FG For Invoicing",,,,"0.0000","29193862","U12223-19075","DC-U1D22-2309959","0","0","2000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 17:02:25"
"679894","2023-02-21","FG For Invoicing",,,,"0.0000","29193862","U12223-19075","DC-U1D22-2309959","2000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 17:02:25"
"680121","2023-02-22","PAINTSHOP",,,,"0.0000","29193862",,"DC-U1D22-2310080","0","0","3857",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 11:24:27"
"680122","2023-02-22","PAINTSHOP",,,,"0.0000","29193862","N2023000228","DC-U1D22-2310080","3857","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 11:24:27"
"680402","2023-02-22","FG For Invoicing",,,,"0.0000","29193862","U12223-19134","DC-U1D22-2310080","0","0","1000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:14:47"
"680403","2023-02-22","FG For Invoicing",,,,"0.0000","29193862","U12223-19134","DC-U1D22-2310080","1000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:14:47"
"679114","2023-02-20","FG For Invoicing",,,,"0.0000","29192718","U12223-18963","DC-U1D22-2309717","0","0","500",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 15:59:47"
"679115","2023-02-20","FG For Invoicing",,,,"0.0000","29192718","U12223-18963","DC-U1D22-2309717","500","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 15:59:47"
"679150","2023-02-20","FG For Invoicing",,,,"0.0000","29192718","U12223-18973","DC-U1D22-2309717","0","0","759",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:09:21"
"679151","2023-02-20","FG For Invoicing",,,,"0.0000","29192718","U12223-18973","DC-U1D22-2309717","759","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:09:21"
"679152","2023-02-20","FG For Invoicing",,,,"0.0000","29192718","U12223-18973","DC-U1D22-2309917","0","0","1741",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:09:35"
"679153","2023-02-20","FG For Invoicing",,,,"0.0000","29192718","U12223-18973","DC-U1D22-2309917","1741","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:09:35"
"679795","2023-02-21","FG For Invoicing",,,,"0.0000","29192718","U12223-19058","DC-U1D22-2309917","0","0","700",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:25:07"
"679796","2023-02-21","FG For Invoicing",,,,"0.0000","29192718","U12223-19058","DC-U1D22-2309917","700","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:25:07"
"680588","2023-02-22","FG For Invoicing",,,,"0.0000","29192718","U12223-19160","DC-U1D22-2309917","0","0","1250",,,,,,"Saravanan&bala","192.168.1.144","2023-02-22 17:56:01"
"680589","2023-02-22","FG For Invoicing",,,,"0.0000","29192718","U12223-19160","DC-U1D22-2309917","1250","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-22 17:56:01"
"680955","2023-02-23","FG For Invoicing",,,,"0.0000","29192718","U12223-19190","DC-U1D22-2309917","0","0","1250",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:05:21"
"680956","2023-02-23","FG For Invoicing",,,,"0.0000","29192718","U12223-19190","DC-U1D22-2309917","1250","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:05:21"
"679340","2023-02-21","PAINTSHOP",,,,"0.0000","29192718",,"DC-U1D22-2310038","0","0","2294",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-21 09:30:24"
"679341","2023-02-21","PAINTSHOP",,,,"0.0000","29192718","N2023000210","DC-U1D22-2310038","2294","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-21 09:30:24"
"679895","2023-02-21","FG For Invoicing",,,,"0.0000","29192718","U12223-19076","DC-U1D22-2310038","0","0","1250",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 17:02:56"
"679896","2023-02-21","FG For Invoicing",,,,"0.0000","29192718","U12223-19076","DC-U1D22-2310038","1250","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 17:02:56"
"680113","2023-02-22","PAINTSHOP",,,,"0.0000","29192718",,"DC-U1D22-2310072","0","0","4069",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 11:23:09"
"680114","2023-02-22","PAINTSHOP",,,,"0.0000","29192718","N2023000226","DC-U1D22-2310072","4069","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-22 11:23:09"
"679128","2023-02-20","FG For Invoicing",,,,"0.0000","29192710","U12223-18968","DC-U1D22-2309452","0","0","4000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:03:34"
"679129","2023-02-20","FG For Invoicing",,,,"0.0000","29192710","U12223-18968","DC-U1D22-2309452","4000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:03:34"
"679882","2023-02-21","FG For Invoicing",,,,"0.0000","29192710","U12223-19072","DC-U1D22-2309452","0","0","1554",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:59:26"
"679883","2023-02-21","FG For Invoicing",,,,"0.0000","29192710","U12223-19072","DC-U1D22-2309452","1554","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:59:26"
"680385","2023-02-22","FG For Invoicing",,,,"0.0000","29192710","U12223-19131","DC-U1D22-2309496","0","0","4000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:11:21"
"680386","2023-02-22","FG For Invoicing",,,,"0.0000","29192710","U12223-19131","DC-U1D22-2309496","4000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:11:21"
"680951","2023-02-23","FG For Invoicing",,,,"0.0000","29192710","U12223-19188","DC-U1D22-2309496","0","0","4000",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:03:44"
"680952","2023-02-23","FG For Invoicing",,,,"0.0000","29192710","U12223-19188","DC-U1D22-2309496","4000","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:03:45"
"679804","2023-02-21","FG For Invoicing",,,,"0.0000","29192710","U12223-19062","DC-U1D22-2309846","0","0","5000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:28:49"
"679805","2023-02-21","FG For Invoicing",,,,"0.0000","29192710","U12223-19062","DC-U1D22-2309846","5000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:28:49"
"679884","2023-02-21","FG For Invoicing",,,,"0.0000","29192710","U12223-19072","DC-U1D22-2309911","0","0","2446",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:59:35"
"679885","2023-02-21","FG For Invoicing",,,,"0.0000","29192710","U12223-19072","DC-U1D22-2309911","2446","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:59:35"
"679886","2023-02-21","FG For Invoicing",,,,"0.0000","29192710","U12223-19073","DC-U1D22-2309911","0","0","4000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 17:00:55"
"679887","2023-02-21","FG For Invoicing",,,,"0.0000","29192710","U12223-19073","DC-U1D22-2309911","4000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 17:00:55"
"679787","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19056","DC-U1D22-2309613","0","0","1526",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:23:25"
"679788","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19056","DC-U1D22-2309613","1526","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:23:25"
"679871","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19069","DC-U1D22-2309613","0","0","1908",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:56:18"
"679872","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19069","DC-U1D22-2309613","1908","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:56:18"
"679124","2023-02-20","FG For Invoicing",,,,"0.0000","29192689","U12223-18966","DC-U1D22-2309756","0","0","3000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:02:22"
"679125","2023-02-20","FG For Invoicing",,,,"0.0000","29192689","U12223-18966","DC-U1D22-2309756","3000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:02:23"
"679126","2023-02-20","FG For Invoicing",,,,"0.0000","29192689","U12223-18967","DC-U1D22-2309756","0","0","3000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:02:57"
"679127","2023-02-20","FG For Invoicing",,,,"0.0000","29192689","U12223-18967","DC-U1D22-2309756","3000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-20 16:02:57"
"679785","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19056","DC-U1D22-2309756","0","0","2474",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:23:15"
"679786","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19056","DC-U1D22-2309756","2474","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:23:15"
"679877","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19071","DC-U1D22-2309904","0","0","288",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:57:46"
"679878","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19071","DC-U1D22-2309904","288","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:57:46"
"679874","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19069","DC-U1D22-2309930","0","0","4092",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:56:37"
"679875","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19069","DC-U1D22-2309930","4092","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:56:37"
"679879","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19071","DC-U1D22-2309930","0","0","2712",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:57:57"
"679880","2023-02-21","FG For Invoicing",,,,"0.0000","29192689","U12223-19071","DC-U1D22-2309930","2712","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-21 16:57:57"
"680375","2023-02-22","FG For Invoicing",,,,"0.0000","29192689","U12223-19129","DC-U1D22-2309930","0","0","1065",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:08:51"
"680376","2023-02-22","FG For Invoicing",,,,"0.0000","29192689","U12223-19129","DC-U1D22-2309930","1065","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:08:51"
"680378","2023-02-22","FG For Invoicing",,,,"0.0000","29192689","U12223-19129","DC-U1D22-2309979","0","0","1935",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:08:58"
"680379","2023-02-22","FG For Invoicing",,,,"0.0000","29192689","U12223-19129","DC-U1D22-2309979","1935","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:08:58"
"680381","2023-02-22","FG For Invoicing",,,,"0.0000","29192689","U12223-19130","DC-U1D22-2309979","0","0","3000",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:09:41"
"680382","2023-02-22","FG For Invoicing",,,,"0.0000","29192689","U12223-19130","DC-U1D22-2309979","3000","0","0",,,,,,"Saravanan&bala","192.168.1.236","2023-02-22 16:09:41"
"680947","2023-02-23","FG For Invoicing",,,,"0.0000","29192689","U12223-19186","DC-U1D22-2309979","0","0","3000",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:02:39"
"680948","2023-02-23","FG For Invoicing",,,,"0.0000","29192689","U12223-19186","DC-U1D22-2309979","3000","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:02:39"
"680949","2023-02-23","FG For Invoicing",,,,"0.0000","29192689","U12223-19187","DC-U1D22-2309979","0","0","3000",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:03:07"
"680950","2023-02-23","FG For Invoicing",,,,"0.0000","29192689","U12223-19187","DC-U1D22-2309979","3000","0","0",,,,,,"Saravanan&bala","192.168.1.144","2023-02-23 16:03:07"
"679005","2023-02-20","PAINTSHOP",,,,"0.0000","29192689",,"DC-U1D22-2310010","0","0","11876",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 15:10:03"
"679006","2023-02-20","PAINTSHOP",,,,"0.0000","29192689","N2023000188","DC-U1D22-2310010","11876","0","0",,,,,,"VSS UNIT 2","192.168.1.187","2023-02-20 15:10:03"
